,Unnamed: 0,Id,Tag,hash_key,TagID
101,2519,5787,c#,8351431345337406199,1
102,2525,5795,c#,5779381469294219288,1
103,2531,5831,c#,10409493217339991539,1
104,2549,5863,c#,8332789064866098218,1
105,2573,5894,c#,2055742849506356679,1
106,2654,6184,c#,16800926216093474463,1
107,2692,6301,c#,6253433882893559231,1
108,2696,6325,c#,17098061784488550610,1
109,2731,6406,c#,4102092272491666826,1
110,2733,6414,c#,6881351475690625819,1
111,2781,6557,c#,5028252654717876590,1
112,2812,6623,c#,713788164554053405,1
113,2837,6681,c#,11395988581206654335,1
114,2869,6785,c#,15959492032023131334,1
115,2898,6890,c#,17571069896134638954,1
116,2909,6904,c#,7456953765026248935,1
117,2943,6973,c#,4689712466719038947,1
118,2951,7015,c#,6083142830804146311,1
119,2976,7074,c#,15432364060000170764,1
120,2985,7095,c#,10501617101395302240,1
121,3042,7244,c#,3449364797716594495,1
122,3098,7367,c#,9829607486708921959,1
123,3130,7503,c#,15245320219275064755,1
124,3172,7586,c#,2407143933858797697,1
125,3240,7719,c#,16039681276166060156,1
126,3332,7990,c#,246074845676376184,1
127,3336,7991,c#,9085306153347932021,1
128,3356,8042,c#,12897530536252076052,1
129,3413,8223,c#,7487360689775585818,1
130,3449,8348,c#,7626670397630837254,1
131,3492,8447,c#,17322316575161158617,1
132,3528,8546,c#,113875092513549858,1
133,3534,8566,c#,10910625301245972340,1
134,3549,8604,c#,8494234138342957188,1
135,3554,8607,c#,12227645553710283297,1
136,3564,8625,c#,11126808226615823617,1
137,3571,8648,c#,18039645587016437864,1
138,3593,8691,c#,11134184935900367519,1
139,3639,8763,c#,14391165050521004284,1
140,3647,8800,c#,9617700471759827226,1
141,3671,8893,c#,6569880451260052290,1
142,3677,8896,c#,12062965396135840969,1
143,3682,8919,c#,4629022336730093176,1
144,3694,8941,c#,11065809159036825649,1
145,3708,8966,c#,6307972688945113584,1
146,3724,8987,c#,5658413511765134228,1
147,3746,9033,c#,4891128687241659456,1
148,3776,9136,c#,1193403473433578422,1
149,3789,9173,c#,871511721968431955,1
150,3805,9237,c#,9703155927769746576,1
151,3831,9303,c#,7944085536239412628,1
152,3834,9304,c#,6324748886515958212,1
153,3837,9314,c#,7552819160476059810,1
154,3872,9376,c#,17622953219332729856,1
155,3912,9472,c#,8451205394774057138,1
156,3920,9486,c#,12728079079341631742,1
157,3929,9508,c#,11207945390226904901,1
158,3984,9666,c#,17603580186847654374,1
159,3989,9673,c#,2825120180874918815,1
160,4014,9734,c#,16338840868536935754,1
161,4038,9805,c#,4579500567049591437,1
162,4045,9836,c#,18300512020581613651,1
163,4138,10071,c#,5185514061941126316,1
164,4151,10098,c#,13333972407308939943,1
165,4174,10205,c#,11769831305600633410,1
166,4199,10274,c#,16921038037741094786,1
167,4237,10412,c#,7663255276876218143,1
168,4255,10456,c#,3581577909483766010,1
169,4258,10458,c#,14048185734998951808,1
170,4292,10531,c#,11169444959993477405,1
171,4342,10644,c#,12927708655810682471,1
172,4346,10658,c#,16767901385929500957,1
173,4349,10661,c#,10715789457550266644,1
174,4359,10670,c#,11938840013471223427,1
175,4402,10810,c#,12821321700687632565,1
176,4423,10855,c#,6187448122180138608,1
177,4444,10901,c#,1922207052946569015,1
178,4449,10905,c#,10645746907535612661,1
179,4452,10915,c#,15604971190847510642,1
180,4473,10949,c#,15067775896402892869,1
181,4553,11194,c#,17769149648003906647,1
182,4571,11267,c#,18326555812713415915,1
183,4579,11288,c#,747995857547817549,1
184,4614,11345,c#,8450232412029410479,1
185,4636,11423,c#,16163938255760473357,1
186,4672,11516,c#,10481874324740777633,1
187,4700,11585,c#,6484885524439853472,1
188,4717,11632,c#,10358891061135277398,1
189,4768,11762,c#,971093644443745067,1
190,4774,11767,c#,9237648540092872297,1
191,4786,11804,c#,6282211610943600455,1
192,4789,11806,c#,7168009431107491698,1
193,4875,12045,c#,14851733767592326400,1
194,4879,12051,c#,3081375709551786591,1
195,4899,12135,c#,1353102395374584091,1
196,4915,12151,c#,3763046229811695618,1
197,4964,12306,c#,15691886615245714238,1
198,5107,12671,c#,17042567797538580014,1
199,5116,12702,c#,7458555175343348427,1
200,5127,12716,c#,10413219790483824605,1
201,5166,12836,c#,14113760650844793985,1
202,5238,13060,c#,4428644432145582385,1
203,5247,13087,c#,10701153924154182273,1
204,5273,13170,c#,7148093024225890964,1
205,5292,13217,c#,2582514534508693186,1
206,5336,13353,c#,13692975802466395090,1
207,5383,13524,c#,7727101808420532434,1
208,5422,13599,c#,4463142413342871539,1
209,5428,13615,c#,368291185288166937,1
210,5439,13647,c#,6012551148850565053,1
211,5471,13731,c#,6847439394785113982,1
212,5488,13765,c#,8569099298842935920,1
213,5555,13963,c#,1483261030362904691,1
214,5565,14008,c#,16825520247500623106,1
215,5572,14029,c#,7088854284844189452,1
216,5711,14359,c#,18364037861934236980,1
217,5723,14375,c#,3302568347921679676,1
218,5771,14453,c#,16524351788478828485,1
219,5774,14464,c#,17508433352456104779,1
220,5790,14505,c#,3208172811798769690,1
221,5881,14731,c#,18349430021485264943,1
222,5890,14756,c#,13219526576364066220,1
223,5903,14775,c#,3104395048466838068,1
224,5971,14934,c#,17474167964280406615,1
225,5977,14943,c#,17755163394530547433,1
226,5983,14967,c#,2413729376314434065,1
227,5996,15023,c#,7865150541009542590,1
228,6024,15066,c#,10431701030399121197,1
229,6031,15102,c#,7268999397314157353,1
230,6055,15142,c#,15099057367450296014,1
231,6075,15204,c#,2999889297236497599,1
232,6084,15219,c#,3286931078239139939,1
233,6109,15272,c#,10928011368549192222,1
234,6191,15486,c#,18164669208458378299,1
235,6285,15716,c#,17990273940215079028,1
236,6296,15734,c#,2317428988340985427,1
237,6301,15744,c#,17059072273486854206,1
238,6304,15774,c#,7081918585605076362,1
239,6327,15822,c#,4012461477362743490,1
240,6332,15828,c#,13821483756140566000,1
241,6352,15880,c#,1282437595750831140,1
242,6365,15906,c#,8925989465751254745,1
243,6374,15954,c#,8401130208212643768,1
244,6385,15986,c#,3307765310998187243,1
245,6427,16100,c#,10767219134333843528,1
246,6430,16110,c#,1650712888132017088,1
247,6439,16114,c#,5796866593152560756,1
248,6475,16199,c#,7901564448095870516,1
249,6506,16306,c#,18015226958550954668,1
250,6522,16340,c#,6742171600975821838,1
251,6555,16432,c#,5285051639497718027,1
252,6606,16556,c#,14373388093560095682,1
253,6626,16610,c#,16031025540240113268,1
254,6631,16611,c#,17052443956148800402,1
255,6655,16689,c#,1069356428760487051,1
256,6670,16747,c#,18389318863136914895,1
257,6685,16795,c#,10773449521900444730,1
258,6706,16833,c#,7247519694317851839,1
259,6761,16998,c#,10418855788021263231,1
260,6772,17032,c#,8882420396166617526,1
261,6822,17125,c#,1334987814673112887,1
262,6839,17170,c#,11076784294562117162,1
263,6913,17387,c#,15505927966125175611,1
264,6918,17430,c#,5404681634724702598,1
265,6949,17532,c#,11632440224830918719,1
266,6954,17533,c#,17784117670603964016,1
267,6972,17576,c#,5879227338173297150,1
268,6984,17612,c#,4955738777019919727,1
269,7013,17705,c#,462795050416330850,1
270,7027,17725,c#,6548656242186990844,1
271,7038,17772,c#,628599377655711958,1
272,7083,17878,c#,2715902988262481952,1
273,7114,17944,c#,7777776734268270237,1
274,7117,17947,c#,6692761888499030160,1
275,7177,18088,c#,7332191386442555187,1
276,7183,18097,c#,3057282829109943761,1
277,7302,18407,c#,740461158544498385,1
278,7312,18421,c#,674456341468017313,1
279,7317,18448,c#,8772741144285729692,1
280,7334,18505,c#,2421259369225900665,1
281,7346,18533,c#,10443521942114524695,1
282,7361,18584,c#,4328273735660600579,1
283,7362,18585,c#,2305214181072820891,1
284,7372,18608,c#,5597061500696078116,1
285,7388,18661,c#,15689502919194645688,1
286,7409,18705,c#,789390620970215231,1
287,7423,18757,c#,15065340478566812762,1
288,7428,18765,c#,16702965369659846130,1
289,7561,19132,c#,9437068487999369004,1
290,7564,19147,c#,13810624601845900430,1
291,7635,19347,c#,16400141869867771418,1
292,7642,19353,c#,4044568100730306383,1
293,7679,19454,c#,16171135806454906555,1
294,7705,19517,c#,5683448793585256892,1
295,7719,19532,c#,16107084737518556974,1
296,7728,19553,c#,4168951210086856521,1
297,7736,19589,c#,16023402403036919589,1
298,7759,19656,c#,8581680627932776784,1
299,7791,19746,c#,2953504971683140580,1
300,7830,19843,c#,7388506806593325349,1
301,7850,19933,c#,9773739328140494073,1
302,7860,19953,c#,6189925812578674761,1
303,7890,20031,c#,14808953123737802481,1
304,7908,20061,c#,15762723180868189544,1
305,7920,20084,c#,6144712183987266176,1
306,7933,20146,c#,13924154256280583950,1
307,7940,20156,c#,7106130696236672878,1
308,7943,20168,c#,12011563289943019233,1
309,7951,20185,c#,9622409183973310587,1
310,7973,20249,c#,6075849445610136688,1
311,7983,20267,c#,17670171198499086587,1
312,7994,20298,c#,14294900414675708891,1
313,8016,20346,c#,8661286877234494376,1
314,8060,20465,c#,15278608399450859508,1
315,8065,20467,c#,13243095050960052977,1
316,8069,20478,c#,17288224651174626223,1
317,8109,20611,c#,9723848554830325540,1
318,8161,20762,c#,767512328877512643,1
319,8186,20797,c#,3972927317885138912,1
320,8193,20814,c#,2532996700365070905,1
321,8244,20905,c#,3814224096931856961,1
322,8269,20952,c#,2598228728435315011,1
323,8301,21078,c#,14916518799498202475,1
324,8337,21229,c#,15165100673864624499,1
325,8355,21280,c#,10292823263479004492,1
326,8358,21288,c#,11453824853787243591,1
327,8413,21461,c#,17745267993590379453,1
328,8428,21514,c#,13637307874608532615,1
329,8478,21652,c#,13809438609301979519,1
330,8490,21697,c#,5149525096481220772,1
331,8498,21715,c#,6561693416347183792,1
332,8561,21912,c#,13900368115695820675,1
333,8577,21965,c#,1848346820966595805,1
334,8584,21987,c#,1825731589544087067,1
335,8597,22012,c#,6631697019403895687,1
336,8608,22067,c#,6466459854823882586,1
337,8614,22084,c#,17324448977068090648,1
338,8665,22265,c#,12386026981934590181,1
339,8668,22269,c#,10704209227755883012,1
340,8703,22322,c#,2448007351938096891,1
341,8722,22346,c#,16127579144396819462,1
342,8727,22356,c#,2292706082562324156,1
343,8838,22623,c#,14329035228126948800,1
344,8927,22879,c#,4362309109772892132,1
345,8963,22979,c#,12130170918839934285,1
346,8970,22988,c#,11643824746388382697,1
347,8986,23078,c#,10052433133630655203,1
348,9048,23250,c#,27827186627060439,1
349,9079,23370,c#,5364679073915100339,1
350,9096,23391,c#,12882155029002114339,1
351,9199,23716,c#,271117271419990400,1
352,9231,23787,c#,8427605897608191590,1
353,9337,24165,c#,18242013566361004047,1
354,9355,24200,c#,8824342467118369099,1
355,9383,24241,c#,17627946705323035792,1
356,9387,24252,c#,12558952060362980403,1
357,9389,24255,c#,16040684178523133,1
358,9391,24262,c#,9271544248420848220,1
359,9406,24315,c#,14511387435998270751,1
360,9486,24551,c#,12439204289567381802,1
361,9488,24556,c#,2668448589361592922,1
362,9522,24644,c#,9816804645168905069,1
363,9560,24734,c#,14478767159595926011,1
364,9669,25007,c#,16680895513300376606,1
365,9713,25158,c#,1034768726516817628,1
366,9732,25200,c#,7065086725005651171,1
367,9748,25241,c#,821436562928459554,1
368,9767,25266,c#,2615344527272259990,1
369,9772,25268,c#,15455023884860811403,1
370,9784,25297,c#,2767669750777882641,1
371,9800,25343,c#,1470640265252819074,1
372,9805,25349,c#,15873677681371568614,1
373,9820,25376,c#,5477746051267445421,1
374,9843,25458,c#,18367048392172625327,1
375,9968,25803,c#,5389467716656018770,1
376,2,4,winforms,11879614493023197027,2
377,312,482,winforms,16274423088256453942,2
378,590,1037,winforms,11253799064372139365,2
379,1169,2406,winforms,895040668456472855,2
380,1308,2770,winforms,16092727395433587646,2
381,1334,2804,winforms,12738983261282469453,2
382,1366,2872,winforms,15077482328542483149,2
383,1372,2874,winforms,14127072485741817590,2
384,2191,4913,winforms,3219810477723354240,2
385,2348,5307,winforms,11970235730907937975,2
386,2604,5997,winforms,500849206968515098,2
387,2656,6184,winforms,11619225469912412154,2
388,2741,6430,winforms,9400937418414281213,2
389,3535,8566,winforms,10861000793080980477,2
390,3552,8604,winforms,11048806749590478616,2
391,3839,9314,winforms,3548392957771076063,2
392,4139,10071,winforms,4197191633057923542,2
393,4229,10349,winforms,477322349608568474,2
394,4257,10456,winforms,1836296378496162785,2
395,4403,10810,winforms,10872506843866222893,2
396,4446,10901,winforms,111678464767748320,2
397,4451,10905,winforms,15374227121184465675,2
398,4591,11311,winforms,7436239976805937642,2
399,4597,11318,winforms,10282439786829745200,2
400,5338,13353,winforms,2533936289229948284,2
401,5574,14029,winforms,17734393314300216867,2
402,5850,14618,winforms,4195470561421427806,2
403,5979,14943,winforms,44637764934253138,2
404,6026,15066,winforms,2130559168593365049,2
405,6047,15133,winforms,5048153091784938243,2
406,6183,15478,winforms,17473015383649704001,2
407,6366,15906,winforms,6554519463167884855,2
408,6431,16110,winforms,2091117088069921469,2
409,6441,16114,winforms,17249133899731066606,2
410,7082,17877,winforms,4394330538664492880,2
411,7105,17922,winforms,9365935323358239902,2
412,7162,18059,winforms,17882609443069617166,2
413,8067,20467,winforms,16999917499969573012,2
414,8142,20728,winforms,11246168336368193715,2
415,8194,20814,winforms,15516447553182548291,2
416,8280,20959,winforms,10505018791030547217,2
417,9733,25200,winforms,2342383773173602754,2
418,9803,25343,winforms,14403105655506404966,2
419,3,4,type-conversion,7338368048071805886,3
420,4,4,decimal,12484206348229265949,4
421,5,4,opacity,10277516668074747580,5
422,6,6,html,8335012096626352005,6
423,22,13,html,5872776028768714007,6
424,71,48,html,9054266555765441397,6
425,160,174,html,10026964486273621494,6
426,314,484,html,8229451359859909519,6
427,506,845,html,15148279407606411296,6
428,535,904,html,16620273735063926234,6
429,782,1505,html,2336322723833696043,6
430,799,1541,html,7808135974360030228,6
431,894,1766,html,7593976622931620434,6
432,1036,2123,html,18208558947127987523,6
433,1218,2530,html,17961052583557671070,6
434,1355,2861,html,11549737156589880081,6
435,1666,3654,html,8393932006147494197,6
436,2049,4545,html,1778657514084377835,6
437,2174,4880,html,15769451343784888984,6
438,2199,4923,html,13069188312659637586,6
439,2224,4973,html,16419629321716780457,6
440,2282,5118,html,2730565834411601111,6
441,2327,5226,html,13189532726242373358,6
442,2389,5425,html,16273918285999395957,6
443,2469,5629,html,14131678928828803764,6
444,2534,5833,html,299929566651560411,6
445,2613,6023,html,5668890203020813576,6
446,2652,6173,html,14264565297101499561,6
447,2745,6441,html,2244200741173502133,6
448,3120,7477,html,5067719472886817842,6
449,3312,7937,html,18430283980853963561,6
450,3742,9022,html,3440133677535358019,6
451,3899,9435,html,14320011326055915178,6
452,4233,10366,html,14857035224990330935,6
453,4434,10877,html,11149184999065696072,6
454,4793,11809,html,10186788133019486229,6
455,4842,11974,html,17725116104925725775,6
456,5141,12768,html,18442959139468978047,6
457,5150,12794,html,18264102269289466464,6
458,5342,13362,html,4630414934422898248,6
459,5420,13594,html,5495551931229841927,6
460,5486,13763,html,5285774889817138907,6
461,5524,13851,html,8252971689310948618,6
462,5804,14545,html,5725791529530306232,6
463,5905,14791,html,9476065188812828077,6
464,5960,14909,html,319819475041656102,6
465,5990,15007,html,12055139172841446894,6
466,6098,15247,html,12281644537083064688,6
467,6132,15326,html,10535064399145194536,6
468,6291,15731,html,8779491538909773851,6
469,6484,16233,html,17705637682457489276,6
470,6547,16403,html,14129719028821102754,6
471,6576,16458,html,7217526357246893758,6
472,6875,17274,html,348625922759350191,6
473,6877,17289,html,1160750845819395930,6
474,7298,18404,html,14755747483312996331,6
475,7464,18858,html,15039613496893364039,6
476,7483,18920,html,16652971543729068644,6
477,7686,19461,html,8111035567841285827,6
478,7695,19487,html,3071024399154779131,6
479,8262,20926,html,3660580737105394638,6
480,8351,21274,html,5774878092667173038,6
481,8591,22000,html,6837419154069150725,6
482,8746,22429,html,14419661437452115360,6
483,8944,22909,html,2228791716746560015,6
484,9016,23169,html,12237556109897478417,6
485,9416,24352,html,17401648995074868319,6
486,9551,24723,html,7746864367329883426,6
487,9585,24821,html,17633676177687938225,6
488,9700,25132,html,10255117397776241153,6
489,9717,25161,html,13055842365593332008,6
490,9741,25238,html,6449968033071931325,6
491,9867,25519,html,12852737844136373087,6
492,9948,25752,html,2732975681229121539,6
493,7,6,css,16698484164878483618,7
494,231,286,css,17344480879058441814,7
495,315,484,css,18076163371588230467,7
496,507,845,css,11274218398042407743,7
497,536,904,css,9378672981528944025,7
498,895,1766,css,11595395742198408458,7
499,1021,2084,css,3994206731873019966,7
500,1278,2711,css,13198133113223580680,7
501,1518,3224,css,7377203758935814649,7
502,1561,3319,css,7473279463763984340,7
503,2170,4864,css,1892612452446278396,7
504,2200,4923,css,13169102624040488410,7
505,2225,4973,css,13480691950173992954,7
506,2284,5118,css,10629144373092704304,7
507,2352,5323,css,1037393171812513626,7
508,2662,6208,css,16223896958355083085,7
509,2700,6326,css,17455780072972216747,7
510,2981,7089,css,12554972062635391604,7
511,3121,7477,css,14472994608951025599,7
512,3235,7707,css,4940089273513771602,7
513,3313,7937,css,18311700127544369351,7
514,3316,7940,css,4012929200395051481,7
515,3325,7975,css,2810792703861764908,7
516,4234,10366,css,3626356342800103140,7
517,4435,10877,css,9038434699639941199,7
518,4794,11809,css,221349937643356913,7
519,5525,13851,css,11745287387091445413,7
520,6133,15326,css,7375995329715876018,7
521,6346,15857,css,5674838496288707056,7
522,6485,16233,css,5538885163007051241,7
523,6675,16762,css,825495918579846309,7
524,6727,16926,css,2078327426060972096,7
525,6878,17289,css,7963420844410528383,7
526,7170,18077,css,10909795506257485311,7
527,7484,18920,css,221583945110887134,7
528,7556,19127,css,3210630299056554209,7
529,7696,19487,css,16728392114242522277,7
530,7927,20107,css,12405780841549127875,7
531,8227,20863,css,5016953561841299600,7
532,8592,22000,css,12134369964227495438,7
533,8801,22538,css,12532771067724988126,7
534,9060,23288,css,17792010787627224933,7
535,9678,25041,css,669455913977054617,7
536,9742,25238,css,3824431126811262284,7
537,9839,25450,css,13092551485644516714,7
538,8,6,css3,2172103262228894457,8
539,2984,7089,css3,6458874994918565245,8
540,9,6,internet-explorer-7,6767177937581713435,9
541,3830,9301,internet-explorer-7,10081588809055815126,9
542,6134,15326,internet-explorer-7,8863306328664233158,9
543,7691,19471,internet-explorer-7,8555092849397291600,9
544,9051,23270,internet-explorer-7,1114782569740046542,9
545,11,8,code-generation,1776786191234959806,10
546,4510,11060,code-generation,12947209316674066833,10
547,7135,17975,code-generation,1450618133264481520,10
548,9350,24193,code-generation,8414551751850816500,10
549,12,8,j#,3329023016954319528,11
550,2435,5527,j#,610614329143424700,11
551,13,8,visualj#,8100785103068978369,12
552,15,9,.net,6871135052220370756,13
553,26,14,.net,1425812910644312793,13
554,60,39,.net,9282323924391389239,13
555,104,104,.net,13206065840636164324,13
556,132,134,.net,4772168195709424903,13
557,140,145,.net,13100730793364658712,13
558,148,163,.net,15045923907188392971,13
559,168,177,.net,16470724852948410889,13
560,180,192,.net,2326601079992699223,13
561,209,246,.net,18069303476835138152,13
562,215,260,.net,6940668105842070922,13
563,241,313,.net,6780720879681870176,13
564,274,395,.net,12270158102109715939,13
565,309,470,.net,9168029791564908953,13
566,435,705,.net,6249883382336078871,13
567,439,709,.net,14393846334143652761,13
568,442,717,.net,12795474251549273312,13
569,462,752,.net,3643782090952021976,13
570,470,761,.net,16697940253273025190,13
571,556,944,.net,14920019691924428231,13
572,628,1085,.net,17662094658333701357,13
573,667,1189,.net,6381967964371691742,13
574,697,1292,.net,8601718638430236901,13
575,700,1300,.net,12745126530352400821,13
576,705,1304,.net,6753773847426660844,13
577,732,1384,.net,9858930719696666174,13
578,736,1387,.net,8097164255416806208,13
579,878,1744,.net,3067579119923287756,13
580,886,1760,.net,3457802055246245928,13
581,961,1949,.net,2607881475418977611,13
582,988,1995,.net,11569887281396035920,13
583,1026,2097,.net,7460834759643870246,13
584,1044,2134,.net,2597811418610443500,13
585,1048,2138,.net,4340903885200614390,13
586,1072,2209,.net,10458632945246188369,13
587,1075,2214,.net,9537729057950696604,13
588,1108,2267,.net,14864607498812200802,13
589,1192,2483,.net,4920386163754524428,13
590,1212,2525,.net,14935043489288640784,13
591,1323,2785,.net,4114677612291932703,13
592,1361,2871,.net,13521034578723101113,13
593,1365,2872,.net,531594154193560955,13
594,1371,2874,.net,12864343756626455859,13
595,1389,2942,.net,6296450865801328067,13
596,1483,3147,.net,13684769785778645823,13
597,1486,3148,.net,15465542933789347449,13
598,1551,3284,.net,14280403431874433140,13
599,1616,3505,.net,6394926044733893064,13
600,1655,3615,.net,1775338378296888636,13
601,1725,3793,.net,38281052595591404,13
602,1780,3927,.net,960513088281094690,13
603,1783,3942,.net,7230608512072003740,13
604,1787,3962,.net,13124920654726800676,13
605,1802,3984,.net,13700750103800516588,13
606,1814,3999,.net,1718838033555619974,13
607,1821,4004,.net,7846059559787258922,13
608,1866,4151,.net,13101864060966042350,13
609,1869,4157,.net,13428933014087633947,13
610,1911,4227,.net,7490326862835418168,13
611,1931,4305,.net,5085125113037878895,13
612,1948,4335,.net,16991403750022887578,13
613,1991,4434,.net,929294913719063597,13
614,1994,4442,.net,223926022997331866,13
615,2013,4508,.net,16895004182237621427,13
616,2065,4610,.net,18148246880482477791,13
617,2098,4664,.net,11257855216658497553,13
618,2149,4816,.net,14548616393787113562,13
619,2190,4913,.net,14259590850683856971,13
620,2203,4930,.net,17305998130021446274,13
621,2235,5002,.net,3295146324301169808,13
622,2338,5263,.net,4802796893725599951,13
623,2429,5516,.net,8809931485583973178,13
624,2460,5618,.net,16036116702300579721,13
625,2493,5704,.net,6978902324811982000,13
626,2508,5743,.net,2297843809707957762,13
627,2550,5863,.net,17194793960360798562,13
628,2603,5997,.net,5524839411265625051,13
629,2631,6113,.net,6077222286568612985,13
630,2651,6173,.net,9347496335646327347,13
631,2655,6184,.net,10932659662920032280,13
632,2659,6207,.net,7401358956826396861,13
633,2668,6210,.net,2643461523421908799,13
634,2687,6284,.net,11026573805952671768,13
635,2693,6301,.net,14657986049206489084,13
636,2697,6325,.net,3190316149369913215,13
637,2732,6406,.net,17589282598020213959,13
638,2742,6440,.net,16508311714555080053,13
639,2782,6557,.net,567924846198246933,13
640,2832,6666,.net,6565181679030184299,13
641,2847,6719,.net,4497393153833393746,13
642,2901,6891,.net,4430702206401481165,13
643,2991,7114,.net,8813245743235120905,13
644,2993,7115,.net,13483408713282693856,13
645,3014,7180,.net,8463355390446674054,13
646,3036,7231,.net,5810714376036404933,13
647,3043,7244,.net,9208462217874752461,13
648,3099,7367,.net,17866011094631214754,13
649,3173,7586,.net,9260358080732002552,13
650,3241,7719,.net,17006529737118920153,13
651,3255,7758,.net,2950417657636589201,13
652,3270,7837,.net,10518598441261834044,13
653,3282,7868,.net,8375291505277603885,13
654,3333,7990,.net,11742320592026355753,13
655,3354,8033,.net,97341945520287067,13
656,3362,8066,.net,7793427457421152625,13
657,3367,8106,.net,16713785031950509211,13
658,3380,8128,.net,6943018992798629116,13
659,3384,8142,.net,16572612173427857714,13
660,3414,8223,.net,5086526797746440452,13
661,3430,8265,.net,15818463842639563696,13
662,3450,8348,.net,14273366460238747185,13
663,3482,8440,.net,13714128315415313313,13
664,3543,8585,.net,11585027967428975747,13
665,3550,8604,.net,8001939752572181275,13
666,3575,8653,.net,5979499570104526742,13
667,3581,8676,.net,8263524328233337401,13
668,3611,8722,.net,1850095869670013475,13
669,3623,8742,.net,16885979414352888024,13
670,3630,8749,.net,17752221100674082371,13
671,3640,8763,.net,11570107317851024862,13
672,3709,8966,.net,3648434195169192169,13
673,3725,8987,.net,16392084748431371181,13
674,3764,9091,.net,4906062145294668707,13
